,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d,ic2_
40,143253,CA,Female,2089.0,275,296.0,322,356.0,10484.0,7.125,5.0,Low
41,403,AL,U,765.0,408,430.0,441,472.0,15150.0,33.5,35.0,Moderate
42,189882,ND,Female,832.0,310,338.0,348,376.0,11972.0,10.0,10.0,Low
43,119570,TX,Male,1458.0,299,354.0,356,446.0,19185.0,6.181818182000001,10.0,Low
44,144021,CA,Female,1590.0,240,238.0,262,257.0,7559.0,13.5,15.0,Low
45,93356,IL,Female,613.0,212,245.0,294,355.0,11792.0,11.83333333,25.0,Low
46,24711,SC,Female,477.0,256,282.0,292,316.0,10621.0,5.875,10.0,Low
47,74914,IA,Female,424.0,192,256.0,230,256.0,9497.0,4.863636364,6.0,Low
48,6909,CO,Male,383.0,252,256.0,359,380.0,14045.0,13.82352941,15.0,Low
49,124543,TX,Male,688.0,422,466.0,457,490.0,16561.0,11.06666667,18.0,Moderate
50,163018,CA,Male,3500.0,351,260.0,463,407.0,26034.0,15.66666667,24.0,Low
51,190671,CA,Female,2143.0,280,353.0,328,373.0,12935.0,9.260869565,14.0,Low
52,33356,FL,Female,625.0,246,466.0,362,536.0,19102.0,14.09090909,20.0,Moderate
53,151600,Cali,Male,1560.0,500,488.0,487,485.0,13816.0,15.0,21.0,Moderate
54,21259,NC,Female,716.0,146,339.0,227,382.0,11136.0,12.47826087,15.0,Low
55,128987,TX,Female,1247.0,215,313.0,350,444.0,16891.0,26.33333333,41.0,Low
56,108926,LA,Male,611.0,265,323.0,302,337.0,12313.0,15.0,20.0,Low
57,154709,Cali,Female,1431.0,291,390.0,315,376.0,10498.0,13.0,5.0,Moderate
58,108050,LA,Female,1089.0,431,520.0,480,538.0,16777.0,5.2,16.0,Moderate
59,187274,IA,Female,435.0,244,298.0,281,329.0,10692.0,15.0,15.0,Low
60,171655,Cali,Female,1409.0,321,405.0,377,428.0,15611.0,12.66666667,12.0,Moderate
61,160488,OR,Male,647.0,369,422.0,401,463.0,18492.0,9.5,10.0,Moderate
62,21305,NC,Male,415.0,199,308.0,242,300.0,11449.0,8.333333332999999,10.0,Low
63,98470,IL,Female,492.0,172,384.0,276,399.0,13218.0,8.75,14.0,Moderate
64,140586,TX,Male,1043.0,610,682.0,731,788.0,49744.0,13.25,20.0,Moderate
65,158101,Cali,Male,3668.0,690,693.0,781,780.0,32964.0,15.0,15.0,Moderate
66,150043,Cali,Male,3491.0,791,828.0,853,903.0,32718.0,20.0,20.0,High
67,96251,IL,Female,192.0,164,211.0,186,224.0,7361.0,5.8666666670000005,10.0,Low
68,188547,Cali,Male,0.0,0,0.0,0,0.0,0.0,20.26086957,25.0,Low
69,180617,WA,Male,824.0,225,308.0,293,383.0,13090.0,7.483333332999999,11.0,Low
70,86000,SD,Female,428.0,205,318.0,245,309.0,11192.0,11.25,10.0,Low
71,13265,AL,Female,417.0,122,283.0,160,250.0,9715.0,7.75,11.0,Low
72,71,TN,Female,399.0,307,315.0,336,352.0,11428.0,6.818181817999999,16.0,Low
73,148969,Cali,Female,2377.0,633,637.0,652,663.0,19545.0,9.111111111,10.0,Moderate
74,156324,Cali,Female,2016.0,431,465.0,459,497.0,17882.0,8.75,15.0,Moderate
75,130976,CO,Female,933.0,289,332.0,349,379.0,14104.0,8.142857142999999,7.0,Low
76,140141,NM,Female,619.0,215,222.0,260,268.0,10427.0,12.8,14.0,Low
77,85416,Cali,Female,3303.0,533,568.0,586,614.0,24251.0,14.0,25.0,Moderate
78,108150,LA,Female,960.0,479,526.0,548,613.0,19518.0,15.2,20.0,Moderate
79,129823,CO,Male,1236.0,622,630.0,727,737.0,25882.0,6.076923077000001,10.0,Moderate
80,104413,AZ,Male,473.0,164,179.0,207,215.0,9819.0,5.5,6.0,Low
81,60512,IL,Female,1055.0,366,462.0,379,400.0,11289.0,20.8,25.0,Moderate
82,90480,IL,Female,1509.0,545,617.0,599,680.0,23170.0,9.0,11.0,Moderate
83,148911,Cali,Female,1953.0,454,526.0,478,564.0,21667.0,15.5,10.0,Moderate
84,52990,TN,Male,927.0,299,322.0,372,410.0,14428.0,5.0,26.0,Low
85,148022,Cali,Female,2098.0,305,311.0,352,368.0,13564.0,6.076923077000001,10.0,Low
86,147406,Cali,Male,5209.0,1054,1220.0,1058,1128.0,52654.0,30.94117647,38.0,Very High
87,103468,MO,Female,476.0,219,280.0,272,319.0,10966.0,7.1,15.0,Low
88,84100,MN,Male,1515.0,648,684.0,717,781.0,25787.0,14.0,14.0,Moderate
89,137548,AZ,Male,2158.0,411,516.0,535,640.0,33235.0,7.933333332999999,9.0,Moderate
90,6932,MO,Male,1110.0,460,544.0,538,624.0,21875.0,7.264705882,10.0,Moderate
91,37118,FL,Female,581.0,349,361.0,359,373.0,9667.0,9.857142857000001,15.0,Low
92,109179,LA,Male,563.0,259,301.0,308,342.0,10726.0,10.18181818,14.0,Low
93,140642,NM,Female,740.0,240,288.0,294,324.0,10701.0,5.0,5.0,Low
94,77057,IA,Female,516.0,332,378.0,347,379.0,13293.0,12.33333333,15.0,Moderate
95,83131,MN,Male,575.0,249,282.0,290,316.0,9843.0,10.0,20.0,Low
96,168078,Cali,Male,2357.0,511,540.0,570,609.0,23786.0,13.66666667,19.0,Moderate
97,32975,SC,Male,645.0,304,360.0,306,376.0,6826.0,10.875,25.0,Low
98,37472,FL,Male,825.0,233,239.0,290,301.0,9747.0,20.0,20.0,Low
99,63113,IN,Male,531.0,246,278.0,272,290.0,10423.0,5.375,5.0,Low
100,57039,KY,Female,195.0,131,148.0,159,179.0,5727.0,4.302325581,5.0,Low
101,58786,KY,Female,423.0,293,297.0,274,279.0,10343.0,6.055555556,20.0,Low
102,164306,Cali,Female,2725.0,629,684.0,662,734.0,24424.0,15.0,30.0,Moderate
103,113129,OK,Female,359.0,220,247.0,270,299.0,13024.0,20.0,20.0,Low
104,19094,CT,Female,1373.0,472,463.0,504,517.0,17363.0,28.33333333,40.0,Moderate
105,102224,NJ,U,1439.0,370,414.0,417,464.0,13353.0,6.125,6.0,Moderate
106,155375,Cali,Female,889.0,398,488.0,450,495.0,13782.0,5.846153846,6.0,Moderate
107,185030,FL,Male,824.0,248,274.0,288,326.0,15008.0,10.15384615,10.0,Low
108,149887,Cali,Male,1993.0,442,472.0,484,520.0,16427.0,10.83333333,15.0,Moderate
109,117216,TX,Female,618.0,233,310.0,302,394.0,12864.0,10.25,30.0,Low
110,167892,Cali,Female,3259.0,267,626.0,508,591.0,19399.0,7.666666667,10.0,Moderate
111,107618,NE,Female,151.0,180,208.0,230,273.0,9138.0,2.361111111,2.0,Low
112,72410,MI,Male,492.0,272,370.0,317,402.0,14442.0,14.57142857,20.0,Low
113,112319,AR,Female,892.0,380,406.0,426,468.0,19444.0,17.0,30.0,Moderate
114,28061,GA,Female,948.0,531,530.0,585,584.0,19537.0,5.484848485,5.0,Moderate
115,108371,LA,Female,717.0,190,313.0,235,302.0,10888.0,24.16666667,20.0,Low
116,187807,MI,Male,612.0,330,326.0,392,400.0,13162.0,12.1,22.0,Low
117,180383,WA,Female,919.0,338,337.0,349,346.0,12507.0,8.214285713999999,11.0,Low
118,183013,WA,Male,697.0,317,364.0,337,406.0,13561.0,10.0,11.0,Low
119,187769,Cali,Male,5059.0,693,752.0,751,847.0,29368.0,10.6,25.0,High
120,191056,Cali,Male,5667.0,492,808.0,594,848.0,51280.0,28.83333333,47.0,High
121,151891,Cali,Female,2750.0,668,701.0,717,781.0,26199.0,11.44444444,15.0,Moderate
122,5822,KS,Female,513.0,400,434.0,436,482.0,20842.0,6.07675,11.0,Moderate
123,164969,Cali,Female,1848.0,505,515.0,560,581.0,19729.0,5.684210526,7.0,Moderate
124,172846,Cali,Male,1417.0,406,341.0,519,508.0,18590.0,14.11111111,10.0,Low
125,95951,IL,Female,347.0,210,255.0,229,286.0,10356.0,8.076923077,20.0,Low
126,18089,NC,Male,994.0,404,475.0,485,530.0,17420.0,13.77777778,25.0,Moderate
127,35276,FL,Female,3542.0,642,690.0,807,843.0,53131.0,6.642857143,10.0,Moderate
128,18607,NC,Male,797.0,377,418.0,423,451.0,16163.0,7.769230769,23.0,Moderate
129,61275,IN,Male,791.0,361,407.0,390,428.0,13805.0,7.636363636,12.0,Moderate
130,36141,FL,Female,957.0,408,399.0,450,459.0,17718.0,15.0,10.0,Moderate
131,85716,MN,Female,357.0,164,214.0,215,254.0,8443.0,25.0,25.0,Low
132,154195,Cali,Female,896.0,336,362.0,389,418.0,14513.0,20.0,20.0,Low
133,46755,AL,Female,402.0,232,249.0,276,300.0,10540.0,4.833333333,5.0,Low
134,13239,FL,Male,3083.0,166,270.0,233,332.0,16019.0,2.916666667,3.0,Low
135,86068,SD,Female,460.0,247,357.0,300,372.0,11245.0,9.363636364,5.0,Low
136,67900,MI,Male,294.0,279,355.0,391,404.0,10385.0,17.5,20.0,Low
137,59610,IN,Female,1199.0,547,556.0,597,605.0,20694.0,10.0,15.0,Moderate
138,13378,CA,Female,1125.0,280,336.0,305,362.0,10857.0,5.714285714,7.0,Low
139,20752,NC,Male,974.0,252,279.0,300,330.0,13321.0,8.533333333,13.0,Low
140,30934,GA,Male,316.0,213,238.0,254,280.0,8956.0,12.5,15.0,Low
141,102163,MO,Female,825.0,401,463.0,464,555.0,28003.0,25.0,30.0,Moderate
142,128976,TX,Female,642.0,271,284.0,306,312.0,9453.0,6.142857143,10.0,Low
143,44088,IN,Male,1263.0,468,517.0,548,601.0,26265.0,7.6875,10.0,Moderate
144,154931,CA,Female,1809.0,454,466.0,503,543.0,15886.0,8.0,10.0,Moderate
145,87939,IL,Male,5294.0,1035,1165.0,1012,1065.0,60053.0,13.0,30.0,Very High
146,140779,NV,Female,1161.0,448,484.0,536,570.0,20691.0,5.75,6.0,Moderate
147,113838,OK,Female,295.0,150,203.0,195,248.0,8962.0,6.333333333,8.0,Low
148,156568,CA,Female,3020.0,756,765.0,809,823.0,26135.0,40.08333333,75.0,High
149,130485,CO,Female,431.0,258,342.0,386,541.0,25828.0,8.571428571,16.0,Low
150,101803,MO,Female,544.0,264,283.0,326,340.0,16194.0,11.0,25.0,Low
151,41899,FL,Male,618.0,223,278.0,278,335.0,13341.0,7.846153846,10.0,Low
152,30795,GA,Male,323.0,183,207.0,201,210.0,7139.0,5.444444444,10.0,Low
153,133256,ID,Male,1104.0,511,528.0,534,566.0,17366.0,13.0,10.0,Moderate
154,151203,CA,U,2135.0,417,417.0,433,456.0,18907.0,8.2,5.0,Moderate
155,31425,GA,Male,671.0,287,365.0,372,441.0,16517.0,4.888888889,16.0,Low
156,70524,MI,Female,510.0,228,370.0,324,394.0,12576.0,10.8,23.0,Low
157,161229,CA,Female,650.0,302,302.0,315,318.0,7080.0,8.666666667000001,21.0,Low
158,83181,MN,Female,487.0,248,287.0,286,327.0,10792.0,12.72727273,15.0,Low
159,143528,CA,Female,2925.0,288,305.0,353,376.0,23046.0,7.523809524,10.0,Low
160,42970,FL,Male,884.0,242,268.0,271,313.0,13491.0,4.428571429,3.0,Low
161,83708,MN,Female,753.0,341,393.0,373,442.0,15502.0,8.4,10.0,Moderate
162,101390,MO,Female,594.0,337,350.0,343,347.0,13094.0,2.571428571,2.0,Low
163,77898,WI,Male,627.0,367,427.0,394,444.0,15350.0,7.5,10.0,Moderate
164,77345,WI,Male,806.0,331,420.0,382,447.0,15120.0,13.2,16.0,Moderate
165,142579,CA,Female,3149.0,504,601.0,562,672.0,22033.0,10.71428571,20.0,Moderate
166,162209,CA,Female,5266.0,495,675.0,669,785.0,43828.0,9.2,10.0,Moderate
167,171396,CA,Male,1401.0,441,445.0,462,466.0,15438.0,5.0,6.0,Moderate
168,129530,CO,Male,593.0,163,180.0,207,230.0,9520.0,12.5,10.0,Low
169,33773,FL,Female,915.0,308,357.0,367,438.0,17783.0,13.0,20.0,Low
170,10031,NE,Female,456.0,258,311.0,314,381.0,13411.0,7.285714286,10.0,Low
171,62056,IN,Male,610.0,319,336.0,384,407.0,11815.0,4.625,7.0,Low
172,11494,FL,Male,1229.0,469,502.0,507,544.0,17313.0,8.4,5.0,Moderate
173,44847,FL,Male,428.0,140,196.0,171,208.0,9064.0,9.769230769,10.0,Low
174,94851,IL,Female,2333.0,316,643.0,420,744.0,33535.0,7.307692307999999,10.0,Moderate
175,15668,NC,Male,707.0,383,400.0,398,433.0,13852.0,9.333333332999999,45.0,Moderate
176,175579,OR,Female,377.0,171,199.0,219,187.0,21980.0,16.66666667,20.0,Low
177,150534,CA,U,1624.0,380,382.0,407,408.0,9685.0,5.0,4.0,Moderate
178,68441,MI,Female,348.0,184,269.0,264,316.0,11686.0,27.5,30.0,Low
179,157185,CA,Female,1878.0,523,526.0,564,566.0,16084.0,6.785652174,5.0,Moderate
180,90816,IL,Female,777.0,378,386.0,396,423.0,14106.0,17.8,20.0,Moderate
181,94915,IL,Female,1463.0,117,439.0,266,523.0,13344.0,12.16666667,15.0,Moderate
182,118392,TX,Male,375.0,153,214.0,206,248.0,7798.0,5.347826087,12.0,Low
183,187571,IN,Female,561.0,302,301.0,323,331.0,10873.0,19.66666667,26.0,Low
184,21659,NC,Male,502.0,199,250.0,229,261.0,8726.0,7.875,10.0,Low
185,157672,CA,Male,4206.0,789,804.0,834,850.0,37411.0,12.66666667,10.0,High
186,64166,IN,Male,800.0,283,398.0,338,425.0,15160.0,16.6,23.0,Moderate
187,185304,CO,Male,1472.0,625,653.0,687,732.0,27469.0,15.21428571,21.0,Moderate
188,57963,KY,Female,492.0,332,450.0,425,471.0,21410.0,8.4375,10.0,Moderate
189,98249,IL,Female,609.0,314,347.0,349,385.0,11360.0,6.666666667,10.0,Low
190,153689,CA,Female,2430.0,604,610.0,659,669.0,20529.0,9.5,20.0,Moderate
191,157807,CA,Male,2559.0,581,591.0,614,651.0,21559.0,10.25,16.0,Moderate
192,41715,FL,Female,696.0,272,357.0,358,427.0,16474.0,3.3,3.0,Low
193,45356,FL,Male,762.0,254,355.0,327,411.0,17458.0,6.608695652000001,8.0,Low
194,163506,CA,Female,3556.0,735,701.0,838,805.0,34382.0,15.85714286,15.0,Moderate
195,107727,NE,Female,441.0,260,321.0,300,353.0,12452.0,5.279069767,7.0,Low
196,64212,IN,Female,502.0,319,363.0,341,388.0,12989.0,15.66666667,20.0,Low
197,60252,IN,Male,673.0,284,330.0,335,373.0,15149.0,13.45454546,15.0,Low
198,45101,FL,Female,1173.0,322,424.0,407,494.0,18738.0,4.125,3.0,Moderate
199,36528,FL,Female,934.0,323,373.0,376,400.0,9980.0,25.0,25.0,Low
200,38820,FL,Male,1332.0,357,411.0,422,497.0,21444.0,9.576923077,20.0,Moderate
201,133906,ID,Female,451.0,225,261.0,262,294.0,10244.0,15.0,10.0,Low
202,12226,CO,Female,649.0,238,273.0,272,302.0,10417.0,5.4117647060000005,8.0,Low
203,8696,OK,Female,590.0,410,439.0,433,456.0,13115.0,13.0,11.0,Moderate
204,119368,TX,Female,500.0,291,316.0,314,379.0,19609.0,11.5,25.0,Low
205,14319,FL,Male,368.0,230,271.0,261,295.0,9547.0,10.7,19.0,Low
206,118408,TX,Male,427.0,315,365.0,340,377.0,11299.0,9.0,15.0,Low
207,146585,CA,Female,1458.0,173,191.0,220,249.0,8381.0,4.243243243,8.0,Low
208,120115,TX,Male,274.0,154,214.0,199,256.0,8881.0,40.875,200.0,Low
209,57463,KY,Female,584.0,274,287.0,336,341.0,15105.0,11.14285714,10.0,Low
210,94394,IL,Female,553.0,306,309.0,333,348.0,9296.0,8.916666667000001,10.0,Low
211,155135,CA,Male,903.0,321,406.0,358,390.0,10985.0,6.75,7.0,Moderate
212,149595,CA,Male,2545.0,361,304.0,386,358.0,14300.0,12.5,17.0,Low
213,166606,CA,Female,1778.0,411,480.0,439,503.0,18236.0,39.44444444,50.0,Moderate
214,8240,CA,Female,1187.0,328,366.0,393,428.0,13978.0,10.81481482,10.0,Low
215,185904,TX,Female,1448.0,651,667.0,698,724.0,24736.0,7.076923077000001,13.0,Moderate
216,49351,AL,Male,712.0,377,398.0,446,472.0,15013.0,14.2,15.0,Moderate
217,191779,FL,Male,1432.0,636,693.0,680,772.0,35544.0,25.0,150.0,Moderate
218,169881,CA,Female,2598.0,470,557.0,562,661.0,31631.0,8.222222222000001,15.0,Moderate
219,144356,CA,Female,2855.0,311,385.0,484,537.0,18525.0,6.538461539,20.0,Moderate
220,186528,TX,Female,535.0,244,437.0,317,402.0,17053.0,9.8125,15.0,Moderate
221,14161,WA,Male,703.0,161,206.0,206,232.0,8860.0,7.818181817999999,10.0,Low
222,190839,IL,Male,662.0,352,406.0,394,456.0,13460.0,12.5,15.0,Moderate
223,146269,CA,Female,2973.0,576,591.0,624,654.0,18497.0,7.25,10.0,Moderate
224,188507,CA,Female,2289.0,631,647.0,657,679.0,22571.0,9.769230769,10.0,Moderate
225,116251,TX,Female,1274.0,789,798.0,804,825.0,26360.0,6.409090909,10.0,High
226,81945,WI,Male,840.0,458,471.0,513,548.0,20327.0,15.0,20.0,Moderate
227,8989,WA,Female,1024.0,441,451.0,446,472.0,13462.0,10.5,32.0,Moderate
228,47282,AL,Female,558.0,336,354.0,382,398.0,13299.0,7.5,15.0,Low
229,2950,MT,Male,717.0,306,315.0,333,358.0,11279.0,4.85,2.0,Low
230,87771,IL,Female,1667.0,541,603.0,592,624.0,21458.0,13.33333333,20.0,Moderate
231,167934,WA,Female,843.0,423,424.0,475,486.0,16476.0,10.72727273,21.0,Moderate
232,26045,GA,Female,583.0,360,374.0,405,434.0,24198.0,9.666666667000001,14.0,Low
233,661,CA,Male,1801.0,495,534.0,475,525.0,18663.0,19.47058824,20.0,Moderate
234,47569,AL,Female,863.0,406,527.0,459,562.0,19862.0,9.153846154,10.0,Moderate
235,176743,OR,Male,335.0,140,157.0,154,170.0,6682.0,4.857142857,7.0,Low
236,188164,TX,Female,1362.0,575,645.0,627,718.0,21447.0,8.533333333,10.0,Moderate
237,134364,UT,Female,700.0,252,257.0,281,302.0,12806.0,20.0,20.0,Low
238,93742,IL,Female,562.0,360,480.0,388,474.0,12391.0,20.0,30.0,Moderate
239,39479,FL,Male,1287.0,479,508.0,567,616.0,20795.0,4.105769231,4.0,Moderate
240,54142,TN,Female,476.0,210,254.0,272,310.0,10171.0,13.0,21.0,Low
241,168038,CA,Male,5939.0,1214,1211.0,1080,1085.0,64833.0,20.0,36.0,Very High
242,48675,AL,Female,648.0,353,418.0,357,453.0,16873.0,7.0,5.0,Moderate
243,158980,CA,Male,1862.0,365,372.0,401,425.0,10521.0,17.85714286,20.0,Low
244,153888,CA,Female,1843.0,515,511.0,575,582.0,23660.0,19.0,10.0,Moderate
245,162300,CA,Male,5190.0,870,892.0,871,918.0,39481.0,9.888888889,20.0,High
246,163081,CA,Male,3912.0,351,410.0,404,454.0,19508.0,6.0,7.0,Moderate
247,14000,OK,Female,1537.0,791,783.0,916,949.0,32640.0,11.0625,12.0,High
248,6599,WA,Female,719.0,330,340.0,389,416.0,14248.0,10.86666667,11.0,Low
249,135454,AZ,Male,1074.0,469,472.0,510,516.0,18042.0,8.823529412000001,15.0,Moderate
250,128643,TX,Male,298.0,268,281.0,267,303.0,9838.0,6.625,4.0,Low
251,116420,TX,Male,1951.0,807,838.0,870,896.0,31111.0,9.333333332999999,20.0,High
252,35101,FL,Male,1434.0,388,479.0,513,577.0,18405.0,18.0,20.0,Moderate
253,75474,IA,Male,206.0,229,251.0,267,288.0,9248.0,11.66666667,15.0,Low
254,785,MI,Male,613.0,146,267.0,209,349.0,13209.0,17.5,18.0,Low
255,27624,GA,Female,991.0,493,506.0,532,548.0,17344.0,7.769230769,8.0,Moderate
256,73754,MI,Female,900.0,343,420.0,386,465.0,16254.0,13.31818182,25.0,Moderate
257,141189,NV,Female,1163.0,468,493.0,511,548.0,18824.0,53.0,25.0,Moderate
258,1544,HI,Female,3260.0,509,542.0,552,581.0,19165.0,13.0,10.0,Moderate
259,124149,TX,Male,430.0,237,283.0,281,320.0,10269.0,12.0,14.0,Low
260,85890,SD,Female,167.0,214,273.0,247,290.0,9452.0,14.41176471,20.0,Low
261,37005,FL,Female,1380.0,260,325.0,299,371.0,13011.0,7.875,11.0,Low
262,166324,CA,U,3357.0,284,455.0,343,447.0,24240.0,11.85714286,19.0,Moderate
263,13448,CA,Female,1518.0,150,171.0,208,218.0,5043.0,5.055555556,5.0,Low
264,180428,WA,Male,1390.0,426,430.0,463,470.0,15022.0,18.0,20.0,Moderate
265,12517,MO,Male,1224.0,575,577.0,608,611.0,18029.0,2.8125,1.0,Moderate
266,99246,IL,Female,182.0,171,217.0,242,278.0,9240.0,10.26666667,20.0,Low
267,174760,OR,Female,786.0,419,452.0,444,466.0,15010.0,4.555555556,5.0,Moderate
268,124379,TX,Male,308.0,161,186.0,204,219.0,6576.0,4.5,5.0,Low
269,176862,OR,Female,1074.0,232,252.0,294,309.0,15070.0,10.04347826,20.0,Low
270,188986,AZ,Male,885.0,367,408.0,417,454.0,21767.0,9.714285713999999,9.0,Moderate
271,148906,CA,Female,2375.0,371,363.0,411,363.0,15361.0,4.1428571430000005,6.0,Low
272,109646,LA,Male,657.0,265,293.0,303,325.0,12509.0,9.472222222000001,10.0,Low
273,62295,IN,Female,581.0,369,372.0,369,383.0,12835.0,25.5,20.0,Low
274,162650,CA,Male,3010.0,410,518.0,431,559.0,19149.0,8.333333332999999,5.0,Moderate
275,99836,MO,Male,548.0,262,355.0,298,342.0,12621.0,15.0,21.0,Low
276,33994,FL,Male,819.0,348,388.0,421,459.0,15958.0,7.090909091,6.0,Moderate
277,93432,IL,Female,613.0,212,245.0,294,355.0,11792.0,6.0,11.0,Low
278,62786,IN,Female,431.0,280,314.0,310,347.0,11052.0,8.235294117999999,11.0,Low
279,44634,FL,Male,710.0,254,287.0,325,391.0,15970.0,7.285714286,10.0,Low
280,146914,CA,Female,3673.0,515,675.0,589,725.0,31773.0,6.5,10.0,Moderate
281,70079,MI,Female,365.0,98,310.0,221,330.0,9470.0,15.0,15.0,Low
282,24871,SC,Female,682.0,366,464.0,421,498.0,14538.0,9.666666667000001,16.0,Moderate
283,150660,UT,Female,901.0,327,336.0,411,437.0,17854.0,10.20588235,12.0,Low
284,169700,California,Male,1676.0,371,336.0,398,372.0,13231.0,5.571428571,25.0,Low
285,63542,IN,Female,445.0,332,398.0,370,423.0,13662.0,14.55555556,26.0,Moderate
286,125164,TX,Female,588.0,316,383.0,344,381.0,14293.0,22.6,50.0,Moderate
287,65634,MI,Female,413.0,95,171.0,123,231.0,9020.0,10.16666667,12.0,Low
288,59285,IN,Female,522.0,225,349.0,326,403.0,13669.0,12.0,10.0,Low
289,78802,WI,U,667.0,293,385.0,334,422.0,17527.0,15.0,15.0,Moderate
290,186460,WI,Female,303.0,175,217.0,219,253.0,7115.0,10.375,20.0,Low
291,114579,OK,Male,633.0,399,442.0,439,517.0,17637.0,13.16666667,10.0,Moderate
292,23184,SC,Female,391.0,214,243.0,242,269.0,9853.0,14.0,10.0,Low
293,125289,TX,Female,707.0,246,283.0,291,327.0,15322.0,5.25,7.0,Low
294,10502,MI,Male,1179.0,464,496.0,462,501.0,15910.0,13.46666667,15.0,Moderate
295,46844,AL,Male,453.0,219,264.0,263,299.0,9654.0,7.0,10.0,Low
296,162814,CA,Male,3365.0,544,525.0,655,621.0,27608.0,6.2,10.0,Moderate
297,89653,IL,Male,1315.0,328,384.0,398,472.0,15767.0,4.818181818,3.0,Moderate
298,170818,CA,Female,668.0,187,191.0,239,240.0,6845.0,6.0,10.0,Low
299,6147,SC,Male,399.0,221,266.0,259,302.0,10150.0,13.90909091,24.0,Low
300,14276,CA,Female,3200.0,267,292.0,325,338.0,11115.0,13.2,15.0,Low
301,120166,TX,Female,289.0,171,226.0,224,283.0,9765.0,9.214285713999999,12.0,Low
302,156817,CA,Female,1796.0,266,271.0,334,337.0,10720.0,20.0,20.0,Low
303,35476,FL,Male,625.0,259,282.0,299,309.0,11072.0,17.14285714,25.0,Low
